district,chamber,indicator,value,topic,type,format,order,topicOrder,pad,id
State House District 26,House,Total population,24288,Immigration,table,",",1,15,026,620L500US09026
State House District 27,House,Total population,24729,Immigration,table,",",1,15,027,620L500US09027
State House District 28,House,Total population,23859,Immigration,table,",",1,15,028,620L500US09028
State House District 29,House,Total population,24769,Immigration,table,",",1,15,029,620L500US09029
State House District 30,House,Total population,25217,Immigration,table,",",1,15,030,620L500US09030
State House District 31,House,Total population,24364,Immigration,table,",",1,15,031,620L500US09031
State House District 32,House,Total population,23453,Immigration,table,",",1,15,032,620L500US09032
State House District 33,House,Total population,24278,Immigration,table,",",1,15,033,620L500US09033
State House District 34,House,Total population,23440,Immigration,table,",",1,15,034,620L500US09034
State House District 35,House,Total population,23547,Immigration,table,",",1,15,035,620L500US09035
State House District 36,House,Total population,23739,Immigration,table,",",1,15,036,620L500US09036
State House District 37,House,Total population,23098,Immigration,table,",",1,15,037,620L500US09037
State House District 38,House,Total population,23779,Immigration,table,",",1,15,038,620L500US09038
State House District 39,House,Total population,23110,Immigration,table,",",1,15,039,620L500US09039
State House District 40,House,Total population,23830,Immigration,table,",",1,15,040,620L500US09040
State House District 41,House,Total population,22414,Immigration,table,",",1,15,041,620L500US09041
State House District 42,House,Total population,23496,Immigration,table,",",1,15,042,620L500US09042
State House District 43,House,Total population,23753,Immigration,table,",",1,15,043,620L500US09043
State House District 44,House,Total population,24201,Immigration,table,",",1,15,044,620L500US09044
State House District 45,House,Total population,22898,Immigration,table,",",1,15,045,620L500US09045
State House District 46,House,Total population,24321,Immigration,table,",",1,15,046,620L500US09046
State House District 47,House,Total population,24787,Immigration,table,",",1,15,047,620L500US09047
State House District 48,House,Total population,23687,Immigration,table,",",1,15,048,620L500US09048
State House District 49,House,Total population,23602,Immigration,table,",",1,15,049,620L500US09049
State House District 50,House,Total population,22946,Immigration,table,",",1,15,050,620L500US09050
State House District 51,House,Total population,23518,Immigration,table,",",1,15,051,620L500US09051
State House District 52,House,Total population,23274,Immigration,table,",",1,15,052,620L500US09052
State House District 53,House,Total population,24130,Immigration,table,",",1,15,053,620L500US09053
State House District 54,House,Total population,23001,Immigration,table,",",1,15,054,620L500US09054
State House District 55,House,Total population,24167,Immigration,table,",",1,15,055,620L500US09055
State House District 56,House,Total population,24299,Immigration,table,",",1,15,056,620L500US09056
State House District 57,House,Total population,24232,Immigration,table,",",1,15,057,620L500US09057
State House District 58,House,Total population,24073,Immigration,table,",",1,15,058,620L500US09058
State House District 59,House,Total population,23483,Immigration,table,",",1,15,059,620L500US09059
State House District 60,House,Total population,22882,Immigration,table,",",1,15,060,620L500US09060
State House District 61,House,Total population,23147,Immigration,table,",",1,15,061,620L500US09061
State House District 62,House,Total population,23913,Immigration,table,",",1,15,062,620L500US09062
State House District 63,House,Total population,22588,Immigration,table,",",1,15,063,620L500US09063
State House District 64,House,Total population,21907,Immigration,table,",",1,15,064,620L500US09064
State House District 65,House,Total population,22632,Immigration,table,",",1,15,065,620L500US09065
State House District 66,House,Total population,22668,Immigration,table,",",1,15,066,620L500US09066
State House District 67,House,Total population,23468,Immigration,table,",",1,15,067,620L500US09067
State House District 68,House,Total population,23112,Immigration,table,",",1,15,068,620L500US09068
State House District 69,House,Total population,24045,Immigration,table,",",1,15,069,620L500US09069
State House District 70,House,Total population,22937,Immigration,table,",",1,15,070,620L500US09070
State House District 71,House,Total population,22816,Immigration,table,",",1,15,071,620L500US09071
State House District 72,House,Total population,23811,Immigration,table,",",1,15,072,620L500US09072
State House District 73,House,Total population,24085,Immigration,table,",",1,15,073,620L500US09073
State House District 74,House,Total population,24356,Immigration,table,",",1,15,074,620L500US09074
State House District 75,House,Total population,21749,Immigration,table,",",1,15,075,620L500US09075
State House District 76,House,Total population,24388,Immigration,table,",",1,15,076,620L500US09076
State House District 77,House,Total population,24243,Immigration,table,",",1,15,077,620L500US09077
State House District 78,House,Total population,23841,Immigration,table,",",1,15,078,620L500US09078
State House District 79,House,Total population,24279,Immigration,table,",",1,15,079,620L500US09079
State House District 80,House,Total population,23085,Immigration,table,",",1,15,080,620L500US09080
State House District 81,House,Total population,23010,Immigration,table,",",1,15,081,620L500US09081
State House District 82,House,Total population,23683,Immigration,table,",",1,15,082,620L500US09082
State House District 83,House,Total population,26369,Immigration,table,",",1,15,083,620L500US09083
State House District 84,House,Total population,20318,Immigration,table,",",1,15,084,620L500US09084
State House District 85,House,Total population,22377,Immigration,table,",",1,15,085,620L500US09085
State House District 86,House,Total population,23013,Immigration,table,",",1,15,086,620L500US09086
State House District 87,House,Total population,23888,Immigration,table,",",1,15,087,620L500US09087
State House District 88,House,Total population,23448,Immigration,table,",",1,15,088,620L500US09088
State House District 89,House,Total population,23190,Immigration,table,",",1,15,089,620L500US09089
State House District 90,House,Total population,22900,Immigration,table,",",1,15,090,620L500US09090
State House District 91,House,Total population,25671,Immigration,table,",",1,15,091,620L500US09091
State House District 92,House,Total population,25102,Immigration,table,",",1,15,092,620L500US09092
State House District 93,House,Total population,22708,Immigration,table,",",1,15,093,620L500US09093
State House District 94,House,Total population,23810,Immigration,table,",",1,15,094,620L500US09094
State House District 95,House,Total population,25368,Immigration,table,",",1,15,095,620L500US09095
State House District 96,House,Total population,26090,Immigration,table,",",1,15,096,620L500US09096
State House District 97,House,Total population,23962,Immigration,table,",",1,15,097,620L500US09097
State House District 98,House,Total population,22706,Immigration,table,",",1,15,098,620L500US09098
State House District 99,House,Total population,23728,Immigration,table,",",1,15,099,620L500US09099
State House District 100,House,Total population,22655,Immigration,table,",",1,15,100,620L500US09100
State House District 101,House,Total population,23319,Immigration,table,",",1,15,101,620L500US09101
State House District 102,House,Total population,23095,Immigration,table,",",1,15,102,620L500US09102
State House District 103,House,Total population,23064,Immigration,table,",",1,15,103,620L500US09103
State House District 104,House,Total population,24584,Immigration,table,",",1,15,104,620L500US09104
State House District 105,House,Total population,23806,Immigration,table,",",1,15,105,620L500US09105
State House District 106,House,Total population,23352,Immigration,table,",",1,15,106,620L500US09106
State House District 107,House,Total population,25401,Immigration,table,",",1,15,107,620L500US09107
State House District 108,House,Total population,23542,Immigration,table,",",1,15,108,620L500US09108
State House District 109,House,Total population,25179,Immigration,table,",",1,15,109,620L500US09109
State House District 110,House,Total population,24595,Immigration,table,",",1,15,110,620L500US09110
State House District 111,House,Total population,23832,Immigration,table,",",1,15,111,620L500US09111
State House District 112,House,Total population,23189,Immigration,table,",",1,15,112,620L500US09112
State House District 113,House,Total population,23612,Immigration,table,",",1,15,113,620L500US09113
State House District 114,House,Total population,22628,Immigration,table,",",1,15,114,620L500US09114
State House District 115,House,Total population,22947,Immigration,table,",",1,15,115,620L500US09115
State House District 116,House,Total population,22811,Immigration,table,",",1,15,116,620L500US09116
State House District 117,House,Total population,23166,Immigration,table,",",1,15,117,620L500US09117
State House District 118,House,Total population,23430,Immigration,table,",",1,15,118,620L500US09118
State House District 119,House,Total population,23225,Immigration,table,",",1,15,119,620L500US09119
State House District 120,House,Total population,24075,Immigration,table,",",1,15,120,620L500US09120
State House District 121,House,Total population,23039,Immigration,table,",",1,15,121,620L500US09121
State House District 122,House,Total population,24523,Immigration,table,",",1,15,122,620L500US09122
State House District 123,House,Total population,23693,Immigration,table,",",1,15,123,620L500US09123
State House District 124,House,Total population,25299,Immigration,table,",",1,15,124,620L500US09124
State House District 125,House,Total population,23627,Immigration,table,",",1,15,125,620L500US09125
State House District 126,House,Total population,23671,Immigration,table,",",1,15,126,620L500US09126
State House District 127,House,Total population,26264,Immigration,table,",",1,15,127,620L500US09127
State House District 128,House,Total population,25518,Immigration,table,",",1,15,128,620L500US09128
State House District 129,House,Total population,22617,Immigration,table,",",1,15,129,620L500US09129
State House District 130,House,Total population,23653,Immigration,table,",",1,15,130,620L500US09130
State House District 131,House,Total population,24711,Immigration,table,",",1,15,131,620L500US09131
State House District 132,House,Total population,24212,Immigration,table,",",1,15,132,620L500US09132
State House District 133,House,Total population,23766,Immigration,table,",",1,15,133,620L500US09133
State House District 134,House,Total population,23950,Immigration,table,",",1,15,134,620L500US09134
State House District 135,House,Total population,23782,Immigration,table,",",1,15,135,620L500US09135
State House District 136,House,Total population,25294,Immigration,table,",",1,15,136,620L500US09136
State House District 137,House,Total population,24445,Immigration,table,",",1,15,137,620L500US09137
State House District 138,House,Total population,24872,Immigration,table,",",1,15,138,620L500US09138
State House District 139,House,Total population,23926,Immigration,table,",",1,15,139,620L500US09139
State House District 140,House,Total population,24452,Immigration,table,",",1,15,140,620L500US09140
State House District 141,House,Total population,24274,Immigration,table,",",1,15,141,620L500US09141
State House District 142,House,Total population,26003,Immigration,table,",",1,15,142,620L500US09142
State House District 143,House,Total population,24681,Immigration,table,",",1,15,143,620L500US09143
